individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target,year
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,11999,719,Vermischte Einnahmen,,124.0,4295,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,124.0,100,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen,,124.0,37,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,26101,719,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,,124.0,100,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,124.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,124.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11101,719,"Gebühren, sonstige Entgelte",,131.0,122668,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten",,132.0,610,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11901,719,Einnahmen aus Veröffentlichungen,,132.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11919,719,Vermischte Einnahmen,,132.0,6966,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11999,719,Vermischte Einnahmen,,132.0,170,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,132.0,13,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen,,132.0,5,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,26101,719,Erstattung von Personal- und Reisekosten,,132.0,2800,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,132.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,133.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11101,719,"Gebühren, sonstige Entgelte",,143.0,36000,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten",,143.0,300,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11999,719,Vermischte Einnahmen,,143.0,300,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,143.0,3400,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen,,143.0,44,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,26101,719,Erstattung von Verwaltungsausgaben aus dem Inland,,143.0,6000,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,143.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11101,712,"Gebühren, sonstige Entgelte",,151.0,4000,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11106,731,Lotsabgaben und Einnahmen aus Lotseinrichtungen,,151.0,95200,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11201,712,"Geldstrafen, Geldbußen und Gerichtskosten",,151.0,600,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11901,712,Einnahmen aus Veröffentlichungen,,151.0,4,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11999,712,Vermischte Einnahmen,,151.0,3500,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,12401,712,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,152.0,22500,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,13101,712,Einnahmen aus der Veräußerung von unbeweglichen Sachen,,152.0,200,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,13201,712,Erlöse aus der Veräußerung von beweglichen Sachen,,152.0,3000,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23201,731,Erstattungen der beteiligten Länder für die Spezialarbeitsplätze im Maritimen Sicherheitszentrum (MSZ),,153.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23202,731,Erstattung von Ausgaben für die Bekämpfung von Meeresverschmutzungen im See- und Küstenbereich (Vorsorge und Abwehr) durch die Küstenländer,,153.0,350,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23203,731,Erstattung von Bauleitungsausgaben durch Bundesländer und sonstige Dritte,,153.0,3440,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,26101,712,Erstattung von Verwaltungsausgaben durch Dritte,,154.0,16000,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,154.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,154.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38207,890,"Lotsgeld, Entgelte der Kanalsteurer auf dem Nord-Ostsee-Kanal",,155.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38208,890,"Befahrungsabgaben, die für Dritte erhoben werden",,155.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11101,731,"Gebühren, sonstige Entgelte",,165.0,10039,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11201,731,"Geldstrafen, Geldbußen und Gerichtskosten",,165.0,100,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11901,731,Einnahmen aus Veröffentlichungen,,165.0,1750,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11999,731,Vermischte Einnahmen,,165.0,51,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,13201,731,Erlöse aus der Veräußerung von beweglichen Sachen,,166.0,39,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,26101,731,Erstattung von Reisekosten und sonstigen Verwaltungsausgaben,,166.0,30,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,166.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,166.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11101,46,"Gebühren, sonstige Entgelte",,174.0,19000,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11901,46,Einnahmen aus Veröffentlichungen,,174.0,3,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11999,46,Vermischte Einnahmen,,174.0,1175,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,12401,46,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,175.0,69,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,13201,46,Erlöse aus der Veräußerung von beweglichen Sachen,,175.0,50,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,26101,46,Erstattung von Verwaltungsausgaben,,175.0,13,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,28101,46,Rückzahlung von Zuwendungen,,175.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,175.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,175.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,11101,750,"Gebühren, sonstige Entgelte",,190.0,11500,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,11201,750,"Geldstrafen, Geldbußen und Gerichtskosten",,190.0,200,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,11999,750,Vermischte Einnahmen,,190.0,30,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,12903,750,Erstattung von Ausgaben durch die EASA und durch Dritte,,190.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,13201,750,Erlöse aus der Veräußerung von beweglichen Sachen,,190.0,656,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1221,Luftfahrt-Bundesamt,26102,750,Einnahmen aus Luftverkehrssicherheitsseminaren,,190.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1221,Luftfahrt-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,190.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1222,Bundesaufsichtsamt für Flugsicherung,11101,750,"Gebühren, sonstige Entgelte",,197.0,12707,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1222,Bundesaufsichtsamt für Flugsicherung,11201,750,"Geldstrafen, Geldbußen und Gerichtskosten",,197.0,120,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1222,Bundesaufsichtsamt für Flugsicherung,11999,750,Vermischte Einnahmen,,197.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1222,Bundesaufsichtsamt für Flugsicherung,13201,750,Erlöse aus der Veräußerung von beweglichen Sachen,,197.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1222,Bundesaufsichtsamt für Flugsicherung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,197.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1223,Bundesanstalt für Verwaltungsdienstleistungen,11999,719,Vermischte Einnahmen,,201.0,1,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1223,Bundesanstalt für Verwaltungsdienstleistungen,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,201.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1223,Bundesanstalt für Verwaltungsdienstleistungen,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen,,201.0,1,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1223,Bundesanstalt für Verwaltungsdienstleistungen,26101,719,Erstattung von Verwaltungsausgaben aus dem Inland,,201.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1223,Bundesanstalt für Verwaltungsdienstleistungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,201.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1228,Fernstraßen-Bundesamt,11101,719,"Gebühren, sonstige Entgelte",,206.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1228,Fernstraßen-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten",,206.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1228,Fernstraßen-Bundesamt,11901,719,Einnahmen aus Veröffentlichungen,,206.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1228,Fernstraßen-Bundesamt,11999,719,Vermischte Einnahmen,,206.0,2017,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1228,Fernstraßen-Bundesamt,26101,719,Erstattung der Verwaltungsausgaben des FBA von den Ländern,,206.0,0,2024
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1228,Fernstraßen-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,206.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,16603,32,Erträge aus dem Konto bei der Zentralbank der Vereinigten Staaten von Amerika,,9.0,1138,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,26601,32,Einnahmen aus Erstattungen für Maßnahmen der Bundeswehr im Zusammenhang mit internationalen Einsätzen,,9.0,50000,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,28601,32,Erstattungen der NATO für Unterstützungsleistungen und Aufwendungen der Bundesrepublik Deutschland,,9.0,1100,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",11104,32,Einnahmen aus der Heilbehandlung Dritter,,25.0,201938,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",26601,32,Einnahmen aus Erstattungen für Maßnahmen der Bundeswehr im Zusammenhang mit Einsatzgleichen Verpflichtungen und anerkannten Missionen,,25.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,25.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",38202,890,"Einnahmen aus der Durchführung der Tage der offenen Tür"" und sonstiger Veranstaltungen""",,25.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1404,"Wehrforschung, Entwicklung und Erprobung",28101,36,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-﻿, Entwicklungs- und Erprobungskosten",,44.0,552,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1404,"Wehrforschung, Entwicklung und Erprobung",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,44.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1406,Materialerhaltung der Bundeswehr,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,86.0,0,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1407,Sonstiger Betrieb der Bundeswehr,11999,32,Vermischte Einnahmen,,92.0,400,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1407,Sonstiger Betrieb der Bundeswehr,13201,32,Erlöse aus der Veräußerung von beweglichen Sachen,,92.0,102400,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1407,Sonstiger Betrieb der Bundeswehr,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,93.0,0,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1408,Unterbringung,12401,32,"Einnahmen aus Vermietung, Verpachtung und Nutzung",,104.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,15301,32,Zinseinnahmen aus Darlehen an Gemeinden und Gemeindeverbände,,105.0,1,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,16201,32,Sonstige Zinseinnahmen aus Darlehen,,105.0,3,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,17301,32,Darlehensrückflüsse von Gemeinden und Gemeindeverbänden,,106.0,170,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,18201,32,Sonstige Darlehensrückflüsse,,106.0,400,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,26601,32,Verwaltungszuschlag im Zusammenhang mit der Verwaltung des NATO-Truppenübungsplatzes Bergen,,106.0,360,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,28601,32,Erstattung der Kosten für die Verwaltung und die Mitbenutzung von NATO-Einrichtungen in Deutschland und damit zusammenhängende Unterstützungsleistungen,,106.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,28603,32,Beiträge anderer NATO-Mitgliedstaaten im Zusammenhang mit dem NATO-Sicherheits-Investitionsprogramm in der Bundesrepublik Deutschland,,106.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1408,Unterbringung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,107.0,0,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1410,Sonstige Bewilligungen,11101,32,"Gebühren, sonstige Entgelte",,121.0,220,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1410,Sonstige Bewilligungen,11201,32,"Geldstrafen, Geldbußen und Gerichtskosten",,121.0,5500,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1410,Sonstige Bewilligungen,11999,32,Vermischte Einnahmen,,121.0,1731,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1410,Sonstige Bewilligungen,12501,32,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,,123.0,1022,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1410,Sonstige Bewilligungen,16202,32,Zinsen aus Vorauszahlungen sowie aufgrund von Verzug und Stundung aus Inlandsverträgen,,124.0,3000,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1410,Sonstige Bewilligungen,16602,32,Zinsen aus Vorauszahlungen sowie aufgrund von Verzug und Stundung aus Auslandsverträgen,,124.0,6000,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1410,Sonstige Bewilligungen,27201,32,Einnahmen aus Zuschüssen von der EU,,124.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",,130.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,130.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,,130.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1412,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,137.0,0,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",12101,31,Gewinne aus Unternehmen und Beteiligungen,,142.0,0,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",12901,165,Leistungen Dritter für Aufträge an die Universitäten der Bundeswehr und sonstige Forschungseinrichtungen im Verteidigungsressort,,142.0,2900,2024
14,Bundesministerium der Verteidigung,E,Verwaltungseinnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",12902,165,Einnahmen der Universitäten der Bundeswehr aus Studiengebühren von externen Studierenden sowie aus sonstigen Dienstleistungen für Dritte,,142.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",26101,31,Einnahmen aus Gemeinkostenerstattungen im Rahmen von Aufträgen Dritter,,142.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",28101,31,Erstattungen Dritter für die Gestellung von Personal der Bundeswehr,,142.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,,143.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,143.0,0,2024
14,Bundesministerium der Verteidigung,E,Übrige Einnahmen,1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",38201,890,Einnahmen aus der Durchführung sonstiger Veranstaltungen,,143.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1501,Gesetzliche Krankenversicherung,11999,314,Vermischte Einnahmen,,7.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1502,Pflegevorsorge und sonstige soziale Sicherung,11999,314,Vermischte Einnahmen,,11.0,200,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1502,Pflegevorsorge und sonstige soziale Sicherung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,11.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1503,Prävention und Gesundheitsverbände,11999,314,Vermischte Einnahmen,,16.0,2000,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1503,Prävention und Gesundheitsverbände,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,16.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1504,Forschungsvorhaben und -einrichtungen,11999,314,Vermischte Einnahmen,,29.0,3000,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1504,Forschungsvorhaben und -einrichtungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,29.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1505,Internationales Gesundheitswesen,11999,314,Vermischte Einnahmen,,42.0,200,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1505,Internationales Gesundheitswesen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,42.0,0,2024
15,Bundesministerium für Gesundheit,E,Verwaltungseinnahmen,1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11999,11,Vermischte Einnahmen,,47.0,0,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,27201,314,Einnahmen aus Zuschüssen von der EU,,47.0,0,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",,47.0,0,2024
15,Bundesministerium für Gesundheit,E,Übrige Einnahmen,1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,,47.0,0,2024
